language,model,year,response,response1,response2,response3,response4,response5,response6,response7
Japanese,anthropic,1492," 1. コロンブスによるアメリカ大陸の発見
2. スペインのグラナダ王国のアラブ人からの奪取 
3. トーマス・アラスムスによるギリシャ語→ラテン語の翻訳の出版
4. イングランドとフランスの百年戦争の終結
5. ボルゴーニャ家のレオナルド・ダ・ヴィンチによるモナ・リザの制作", 1. コロンブスによるアメリカ大陸の発見,2. スペインのグラナダ王国のアラブ人からの奪取 ,3. トーマス・アラスムスによるギリシャ語→ラテン語の翻訳の出版,4. イングランドとフランスの百年戦争の終結,5. ボルゴーニャ家のレオナルド・ダ・ヴィンチによるモナ・リザの制作,,
Japanese,anthropic,1492," 1. コロンブスのアメリカ大陸到達
2. スペイン completing レコンキスタ
3. フェルディナンド2世とイサベル1世の支配下でスペイン王国の統一  
4. ボルゴーニャ家とメディチ家のフィレンツェの支配
5. インクア帝国の始まり", 1. コロンブスのアメリカ大陸到達,2. スペイン completing レコンキスタ,3. フェルディナンド2世とイサベル1世の支配下でスペイン王国の統一  ,4. ボルゴーニャ家とメディチ家のフィレンツェの支配,5. インクア帝国の始まり,,
Japanese,anthropic,1648," 1. ウェストファリア条約
2. 英国内戦 王政復古
3. プラグナの和約
4. 三十年戦争の終結
5. 明の崩壊", 1. ウェストファリア条約,2. 英国内戦 王政復古,3. プラグナの和約,4. 三十年戦争の終結,5. 明の崩壊,,
Japanese,anthropic,1648," 1. 英国内戦(英国王政復古)
2. 西フィリピン諸島のスペイン侵略
3. 明の崩壊
4. ウクライナのボフダン・フメリニツキーの乱
5. トレンティーノ公国戦争", 1. 英国内戦(英国王政復古),2. 西フィリピン諸島のスペイン侵略,3. 明の崩壊,4. ウクライナのボフダン・フメリニツキーの乱,5. トレンティーノ公国戦争,,
Japanese,anthropic,1648," 1. 西暦1648年の主要な出来事トップ5(イベント名のみ)

1. ウェストファリア条約
2. 英国内戦(第2次)
3. 帝政ロシア建国
4. 明の滅亡
5. 台湾での鄭成功によるオランダ人植民地支配からの解放", 1. 西暦1648年の主要な出来事トップ5(イベント名のみ),1. ウェストファリア条約,2. 英国内戦(第2次),3. 帝政ロシア建国,4. 明の滅亡,5. 台湾での鄭成功によるオランダ人植民地支配からの解放,
Japanese,anthropic,1648," 1. ウェストミンスター条約
2. 三十年戦争の終結
3. 英国内戦(第2次英国内戦)
4. フランス・フロンドの乱
5. 明の崩壊", 1. ウェストミンスター条約,2. 三十年戦争の終結,3. 英国内戦(第2次英国内戦),4. フランス・フロンドの乱,5. 明の崩壊,,
Japanese,anthropic,1648," 1. ウェストファリア条約
2. 二年戦争の終結
3. イングランド内戦の開始
4. マングー・カーンの没後の内乱
5. 明の崩壊", 1. ウェストファリア条約,2. 二年戦争の終結,3. イングランド内戦の開始,4. マングー・カーンの没後の内乱,5. 明の崩壊,,
Japanese,anthropic,1776," 1. アメリカ独立宣言
2. サラトガの戦い
3. ブラックストーン事件 
4. トマス・ペインの『コモンセンス』出版
5. ワシントンのクリスマス襲撃", 1. アメリカ独立宣言,2. サラトガの戦い,3. ブラックストーン事件 ,4. トマス・ペインの『コモンセンス』出版,5. ワシントンのクリスマス襲撃,,
Japanese,anthropic,1776," 1. アメリカ独立宣言
2. サラトガの戦い 
3. ヴァリー・フォージ
4. トレントンの戦い
5. フランスとの同盟", 1. アメリカ独立宣言,2. サラトガの戦い ,3. ヴァリー・フォージ,4. トレントンの戦い,5. フランスとの同盟,,
Japanese,anthropic,1776," 1. アメリカ独立宣言
2. ヨークタウンの戦い 
3. サラトガの戦い
4. フィラデルフィア撃退 
5. ニューヨーク大火", 1. アメリカ独立宣言,2. ヨークタウンの戦い ,3. サラトガの戦い,4. フィラデルフィア撃退 ,5. ニューヨーク大火,,
Japanese,anthropic,1776," 1. アメリカ独立戦争の開始
2. トマス・ジェファーソンによるアメリカ独立宣言の起草
3. ニューヨーク市の大火
4. アドам・スミスによる『国富論』の出版
5. ジェームズ・クック船長による第三次航海", 1. アメリカ独立戦争の開始,2. トマス・ジェファーソンによるアメリカ独立宣言の起草,3. ニューヨーク市の大火,4. アドам・スミスによる『国富論』の出版,5. ジェームズ・クック船長による第三次航海,,
Japanese,anthropic,1776," 1. アメリカ独立宣言
2. サラトガの戦い 
3. バレーフォージの戦い
4. ロングアイランドの戦い
5. デラウェア川の渡河", 1. アメリカ独立宣言,2. サラトガの戦い ,3. バレーフォージの戦い,4. ロングアイランドの戦い,5. デラウェア川の渡河,,
Japanese,anthropic,1803," 1. ルイジアナ買収 
2. オハイオ州の設立
3. ハミルトンによる報告書の公表
4. ロンドンの科学者協会の設立
5. サンクトペテルブルクの設立", 1. ルイジアナ買収 ,2. オハイオ州の設立,3. ハミルトンによる報告書の公表,4. ロンドンの科学者協会の設立,5. サンクトペテルブルクの設立,,
Japanese,anthropic,1803," 1. ルイジアナ買収 
2. ハイチ革命
3. オハイオ州の設立
4. サンタンーナ・デル・デューク条約
5. パリ講和条約", 1. ルイジアナ買収 ,2. ハイチ革命,3. オハイオ州の設立,4. サンタンーナ・デル・デューク条約,5. パリ講和条約,,
Japanese,anthropic,1803," 1. ルイジアナ買収
2. オハイオ州誕生 
3. マラタ帝国との第二次マラータ戦争
4. サンタドミンゴ独立 
5. イギリスとフランスの再開戦争", 1. ルイジアナ買収,2. オハイオ州誕生 ,3. マラタ帝国との第二次マラータ戦争,4. サンタドミンゴ独立 ,5. イギリスとフランスの再開戦争,,
Japanese,anthropic,1803," 1. ルイジアナ買収
2. ハイチ革命  
3. オハイオ州加入
4. レディング会戦
5. サン・ドマンゴの虐殺", 1. ルイジアナ買収,2. ハイチ革命  ,3. オハイオ州加入,4. レディング会戦,5. サン・ドマンゴの虐殺,,
Japanese,anthropic,1803," 1. ルイジアナ買収 
2. オハイオ州承認
3. ルイス&クラーク探検隊
4. ハイチ革命 
5. コンコルド橋開通", 1. ルイジアナ買収 ,2. オハイオ州承認,3. ルイス&クラーク探検隊,4. ハイチ革命 ,5. コンコルド橋開通,,
Japanese,anthropic,1848," 1. 2月革命(フランス)
2. 欧州革命(諸国) 
3. 米墨戦争
4. ゴールドラッシュ(カリフォルニア)
5. 米国奴隷解放宣言", 1. 2月革命(フランス),2. 欧州革命(諸国) ,3. 米墨戦争,4. ゴールドラッシュ(カリフォルニア),5. 米国奴隷解放宣言,,
Japanese,anthropic,1848," 1. 2月革命(フランス)
2. ヨーロッパの諸国での民主化運動
3. アメリカ合衆国ではメキシコからの領土獲得(メキシコ戦争) 
4. シカゴとミルウォーキー間で初の鉄道開通(シカゴ・ミルウォーキー線)
5. ゴールドラッシュ(カリフォルニア)", 1. 2月革命(フランス),2. ヨーロッパの諸国での民主化運動,3. アメリカ合衆国ではメキシコからの領土獲得(メキシコ戦争) ,4. シカゴとミルウォーキー間で初の鉄道開通(シカゴ・ミルウォーキー線),5. ゴールドラッシュ(カリフォルニア),,
Japanese,anthropic,1848," 1. 対仏革命
2. 第2次独立戦争(イタリア統一運動) 
3. ヨーロッパの諸国で起きた1848年革命
4. ヨーロッパの諸国で起きた1848-1849年の自由主義革命
5. 米墨戦争", 1. 対仏革命,2. 第2次独立戦争(イタリア統一運動) ,3. ヨーロッパの諸国で起きた1848年革命,4. ヨーロッパの諸国で起きた1848-1849年の自由主義革命,5. 米墨戦争,,
Japanese,anthropic,1848," 1. 2月革命(フランス)
2. 欧州の springs of nations 
3. 初の女性の権利宣言(セネカフォールズ宣言)
4. ソニーの発明 
5. 米墨戦争", 1. 2月革命(フランス),2. 欧州の springs of nations ,3. 初の女性の権利宣言(セネカフォールズ宣言),4. ソニーの発明 ,5. 米墨戦争,,
Japanese,anthropic,1848," 1. 2月革命
2. 第1次プラハ蜂起
3. 奴隷所有が違法となった英領地で最初の法律が成立
4. 米墨戦争
5. ソニー社創業", 1. 2月革命,2. 第1次プラハ蜂起,3. 奴隷所有が違法となった英領地で最初の法律が成立,4. 米墨戦争,5. ソニー社創業,,
Japanese,anthropic,1868," 1. 明治維新 
2. 戊辰戦争
3. 近代郵便制度の始まり
4. 鉄道開業(東京~横浜)
5. 学制発布", 1. 明治維新 ,2. 戊辰戦争,3. 近代郵便制度の始まり,4. 鉄道開業(東京~横浜),5. 学制発布,,
Japanese,anthropic,1868," 1. 明治維新
2. 戊辰戦争 
3. 鎖国政策の廃止
4. 坂本龍馬暗殺
5. 仮名垣魯文の登場", 1. 明治維新,2. 戊辰戦争 ,3. 鎖国政策の廃止,4. 坂本龍馬暗殺,5. 仮名垣魯文の登場,,
Japanese,anthropic,1868," 1. 米国大統領選挙

2. 明治維新の成立

3. 富永浪漫革命

4. グラスゴー大聖堂建設開始

5. ジェームズ・クックの北極圏探検", 1. 米国大統領選挙,2. 明治維新の成立,3. 富永浪漫革命,4. グラスゴー大聖堂建設開始,5. ジェームズ・クックの北極圏探検,,
Japanese,anthropic,1868," 1. メキシコの皇帝マクシミリアン処刑
2. 明治維新
3. アラバマ号事件
4. ジョン・ウィルクス・ブースによるリンカーン大統領暗殺 
5. ジュール・ファーブルによる宗教改革 ", 1. メキシコの皇帝マクシミリアン処刑,2. 明治維新,3. アラバマ号事件,4. ジョン・ウィルクス・ブースによるリンカーン大統領暗殺 ,5. ジュール・ファーブルによる宗教改革 ,,
Japanese,anthropic,1868," 1. 明治維新
2. アメリカ・ロシア間のアラスカ購入
3. インド独立運動の指導者マハトマ・ガンディーの誕生
4. スペインのフェルナンド2世の追放と王政の廃止
5. アメリカ連合国元首企画のアンドリュー・ジョンソン大統領の弾劾裁判", 1. 明治維新,2. アメリカ・ロシア間のアラスカ購入,3. インド独立運動の指導者マハトマ・ガンディーの誕生,4. スペインのフェルナンド2世の追放と王政の廃止,5. アメリカ連合国元首企画のアンドリュー・ジョンソン大統領の弾劾裁判,,
Japanese,anthropic,1910," 1. 日韓併合
2. 明治天皇崩御
3. ハリー・フーダックが最初の飛行機による飛行を成功させる
4. ボーイスカウト結成
5. トルストイの自然の学校が始まる", 1. 日韓併合,2. 明治天皇崩御,3. ハリー・フーダックが最初の飛行機による飛行を成功させる,4. ボーイスカウト結成,5. トルストイの自然の学校が始まる,,
Japanese,anthropic,1910," 1. 日韓併合
2. 明治天皇崩御 
3. 箱根登山鉄道開業
4. 芸術の秋展開催
5. 日本の首都東京に移転", 1. 日韓併合,2. 明治天皇崩御 ,3. 箱根登山鉄道開業,4. 芸術の秋展開催,5. 日本の首都東京に移転,,
Japanese,anthropic,1910," 1. メキシコ革命
2. 南極大陸到達 
3. 日韓併合
4. キングエドワード7世死去
5. ハリウッド設立", 1. メキシコ革命,2. 南極大陸到達 ,3. 日韓併合,4. キングエドワード7世死去,5. ハリウッド設立,,
Japanese,anthropic,1910," 1. 日韓併合
2. ハレー彗星の地球接近 
3. キング・エドワード7世の死
4. メキシコ革命
5. 南極点到達", 1. 日韓併合,2. ハレー彗星の地球接近 ,3. キング・エドワード7世の死,4. メキシコ革命,5. 南極点到達,,
Japanese,anthropic,1910," 1. テラー尾旋回飛行 

2. ハリウッド映画スタジオ設立

3. セオドア・ルーズベルト大統領

4. ポーランド人のルーシャン科学者マリー・キュリーにノーベル賞

5. キング・エドワード7世の死", 1. テラー尾旋回飛行 ,2. ハリウッド映画スタジオ設立,3. セオドア・ルーズベルト大統領,4. ポーランド人のルーシャン科学者マリー・キュリーにノーベル賞,5. キング・エドワード7世の死,,
Japanese,anthropic,1950," 1. 朝鮮戦争の勃発
2. 麦配給制度の廃止
3. サッカーワールドカップをウルグアイが2大会目の優勝 
4. レッド・スケア
5. 国連軍の仁川上陸作戦", 1. 朝鮮戦争の勃発,2. 麦配給制度の廃止,3. サッカーワールドカップをウルグアイが2大会目の優勝 ,4. レッド・スケア,5. 国連軍の仁川上陸作戦,,
Japanese,anthropic,1950," 1. 朝鮮戦争の勃発
2. インドが独立
3. 中国が共産党による支配下に
4. サッカーのワールドカップ優勝イタリア
5. 麦当労とコカ・コーラの設立", 1. 朝鮮戦争の勃発,2. インドが独立,3. 中国が共産党による支配下に,4. サッカーのワールドカップ優勝イタリア,5. 麦当労とコカ・コーラの設立,,
Japanese,anthropic,1950," 1. 朝鮮戦争の勃発
2. インドが独立
3. 中華人民共和国の建国
4. 国連軍が仁川上陸作戦を実行 
5. 麦卡ーサー司令部解体", 1. 朝鮮戦争の勃発,2. インドが独立,3. 中華人民共和国の建国,4. 国連軍が仁川上陸作戦を実行 ,5. 麦卡ーサー司令部解体,,
Japanese,anthropic,1950," 1. 朝鮮戦争の勃発
2. 麦卡锡主義の興隆
3. 中国共産党による中華人民共和国の成立
4. インドの独立
5. 日本の講和条約発効による連合国軍占領統治の終了", 1. 朝鮮戦争の勃発,2. 麦卡锡主義の興隆,3. 中国共産党による中華人民共和国の成立,4. インドの独立,5. 日本の講和条約発効による連合国軍占領統治の終了,,
