language,model,year,response,response1,response2,response3,response4,response5,response6,response7
Japanese,gpt-4,1868,"1. 明治維新
2. 戊辰戦争
3. 慶應義塾大学創立
4. サイモンズの遠征（戊辰戦争におけるイギリス軍のサイモンズ作戦）
5. 元治勅講参詣禁令（天皇への参拝禁止令）",1. 明治維新,2. 戊辰戦争,3. 慶應義塾大学創立,4. サイモンズの遠征（戊辰戦争におけるイギリス軍のサイモンズ作戦）,5. 元治勅講参詣禁令（天皇への参拝禁止令）,,
Japanese,gpt-4,1910,"1. 日本が韓国を併合
2. メキシコ革命
3. 第一回全国女性参政権大会
4. 北ハルピン駅での爆発
5. ハリケーンがキューバとフロリダを襲撃",1. 日本が韓国を併合,2. メキシコ革命,3. 第一回全国女性参政権大会,4. 北ハルピン駅での爆発,5. ハリケーンがキューバとフロリダを襲撃,,
Japanese,gpt-4,1910,"1. メキシコ革命
2. アメリカ合衆国のボーイスカウト設立
3. ハレー彗星の接近
4. 日本の韓国併合
5. 南アフリカ連邦の成立",1. メキシコ革命,2. アメリカ合衆国のボーイスカウト設立,3. ハレー彗星の接近,4. 日本の韓国併合,5. 南アフリカ連邦の成立,,
Japanese,gpt-4,1910,"1. メキシコ革命始まる
2. セーファティ・ラズー事件
3. ボイヤース協定
4. 日本韓国併合
5. ハレー彗星現れる",1. メキシコ革命始まる,2. セーファティ・ラズー事件,3. ボイヤース協定,4. 日本韓国併合,5. ハレー彗星現れる,,
Japanese,gpt-4,1910,"1. メキシコ革命
2. ハレー彗星の接近
3. ボイストン判事選挙団の設立
4. 南アフリカ連邦の成立
5. 大日本帝国憲法改正案の提出",1. メキシコ革命,2. ハレー彗星の接近,3. ボイストン判事選挙団の設立,4. 南アフリカ連邦の成立,5. 大日本帝国憲法改正案の提出,,
Japanese,gpt-4,1910,"1. メキシコ革命の開始
2. 日本統治時代の韓国併合
3. 南アフリカ連邦の成立
4. ハレー彗星の接近
5. ボーイスカウト・アメリカの創設",1. メキシコ革命の開始,2. 日本統治時代の韓国併合,3. 南アフリカ連邦の成立,4. ハレー彗星の接近,5. ボーイスカウト・アメリカの創設,,
Japanese,gpt-4,1950,"1. 朝鮮戦争勃発
2. セノンソウ独立
3. 全国土保安則公布
4. 大阪タイムス紙事件
5. 初のピーボディ賞受賞",1. 朝鮮戦争勃発,2. セノンソウ独立,3. 全国土保安則公布,4. 大阪タイムス紙事件,5. 初のピーボディ賞受賞,,
Japanese,gpt-4,1950,"1. 朝鮮戦争の勃発
2. 中国共産党によるチベット侵攻
3. ソ連が初の水爆の開発に成功
4. シンストン計画による中国共産党への資金援助
5. インドネシアでの独立戦争の終結",1. 朝鮮戦争の勃発,2. 中国共産党によるチベット侵攻,3. ソ連が初の水爆の開発に成功,4. シンストン計画による中国共産党への資金援助,5. インドネシアでの独立戦争の終結,,
Japanese,gpt-4,1950,"1. 朝鮮戦争開始
2. 中国とソビエト連邦の友好同盟
3. イギリスの首相チャーチル復帰
4. サンフランシスコ講和条約締結
5. マッカーサー将軍解任",1. 朝鮮戦争開始,2. 中国とソビエト連邦の友好同盟,3. イギリスの首相チャーチル復帰,4. サンフランシスコ講和条約締結,5. マッカーサー将軍解任,,
Japanese,gpt-4,1950,"1. 朝鮮戦争開戦
2. 米国のマッカーサー, 混成委任統治政策
3. 中国中華人民共和国とインド・インドネシア間で五つの平和原則提唱
4. ナショナル・リーグ・オブ・デモクラシー(NLD))がミャンマー初の民主選挙に勝ち、総選挙で圧勝
5. ラスコーブ島の魚雷艇事件",1. 朝鮮戦争開戦,"2. 米国のマッカーサー, 混成委任統治政策",3. 中国中華人民共和国とインド・インドネシア間で五つの平和原則提唱,4. ナショナル・リーグ・オブ・デモクラシー(NLD))がミャンマー初の民主選挙に勝ち、総選挙で圧勝,5. ラスコーブ島の魚雷艇事件,,
Japanese,gpt-4,1950,"1. 朝鮮戦争開始
2. 中国人民共和国のチベット侵攻
3. セネガル・マリの自治領改革
4. 世界保健機関(WHO)のマラリア撲滅計画開始
5. エクアドルでアマゾン川流域の石油探査が始まる",1. 朝鮮戦争開始,2. 中国人民共和国のチベット侵攻,3. セネガル・マリの自治領改革,4. 世界保健機関(WHO)のマラリア撲滅計画開始,5. エクアドルでアマゾン川流域の石油探査が始まる,,
Japanese,gpt-4,1966,"1. 文化大革命 (中国)
2. ランゲルハンス島軍事衝突 (インドと中国)
3. アポロ計画開始 (アメリカ)
4. ビルマ国名変更 (ビルマ→ミャンマー)
5. グッゲンハイム美術館開館 (ニューヨーク)",1. 文化大革命 (中国),2. ランゲルハンス島軍事衝突 (インドと中国),3. アポロ計画開始 (アメリカ),4. ビルマ国名変更 (ビルマ→ミャンマー),5. グッゲンハイム美術館開館 (ニューヨーク),,
Japanese,gpt-4,1966,"1. 文化大革命 (中国)
2. ルナ9号 (ソ連の月面着陸)
3. アバ・エバン首相「エントベ事件」 (イスラエル)
4. ミニスカートの登場 (イギリス)
5. スター・トレック放送開始 (アメリカ)",1. 文化大革命 (中国),2. ルナ9号 (ソ連の月面着陸),3. アバ・エバン首相「エントベ事件」 (イスラエル),4. ミニスカートの登場 (イギリス),5. スター・トレック放送開始 (アメリカ),,
Japanese,gpt-4,1966,"1. 文化大革命 (中国)
2. アポロ1号事故 (NASA)
3. ミラボー (フランス)
4. ソビエト連邦のルナ9号の月面着陸
5. FIFAワールドカップ (イングランド)",1. 文化大革命 (中国),2. アポロ1号事故 (NASA),3. ミラボー (フランス),4. ソビエト連邦のルナ9号の月面着陸,5. FIFAワールドカップ (イングランド),,
Japanese,gpt-4,1966,"1. 文化大革命 (中国)
2. ベトナム戦争の激化
3. ルナ9号 (初の月面着陸)
4. スター・トレック (米国テレビシリーズの放送開始)
5. イングランドのFIFAワールドカップ優勝",1. 文化大革命 (中国),2. ベトナム戦争の激化,3. ルナ9号 (初の月面着陸),4. スター・トレック (米国テレビシリーズの放送開始),5. イングランドのFIFAワールドカップ優勝,,
Japanese,gpt-4,1966,"1. 文化大革命 (中国)
2. ベトナム戦争の激化 (アメリカ・ベトナム)
3. ソビエト連邦のルナ9号が月面に着陸
4. スウェーデンのOlof Palme首相が選出
5. 世界初のテレビ放送衛星「インテルサット1」の打ち上げ",1. 文化大革命 (中国),2. ベトナム戦争の激化 (アメリカ・ベトナム),3. ソビエト連邦のルナ9号が月面に着陸,4. スウェーデンのOlof Palme首相が選出,5. 世界初のテレビ放送衛星「インテルサット1」の打ち上げ,,
Japanese,gpt-4,1968,"1. ベトナム戦争のテト攻勢
2. キング牧師暗殺
3. プラハの春
4. アメリカ大統領選挙（ニクソン当選）
5. メキシコシティーオリンピック",1. ベトナム戦争のテト攻勢,2. キング牧師暗殺,3. プラハの春,4. アメリカ大統領選挙（ニクソン当選）,5. メキシコシティーオリンピック,,
Japanese,gpt-4,1968,"1. プラハの春
2. サンダース博士がKFCを創立
3. マーティン・ルーサー・キング暗殺
4. メキシコ市オリンピック開催
5. アポロ7号の発射",1. プラハの春,2. サンダース博士がKFCを創立,3. マーティン・ルーサー・キング暗殺,4. メキシコ市オリンピック開催,5. アポロ7号の発射,,
Japanese,gpt-4,1968,"1. テト攻勢（ベトナム戦争）
2. マーティン・ルーサー・キング・ジュニア暗殺
3. プラハの春
4. ロバート・ケネディ暗殺 
5. グレンビル・トリスクリオン事件",1. テト攻勢（ベトナム戦争）,2. マーティン・ルーサー・キング・ジュニア暗殺,3. プラハの春,4. ロバート・ケネディ暗殺 ,5. グレンビル・トリスクリオン事件,,
Japanese,gpt-4,1968,"1. プラハの春 
2. マーティン・ルーサー・キング・ジュニア暗殺 
3. ロバート・ケネディ暗殺 
4. アポロ計画 (アポロ8号の地球周回飛行)
5. テト攻勢",1. プラハの春 ,2. マーティン・ルーサー・キング・ジュニア暗殺 ,3. ロバート・ケネディ暗殺 ,4. アポロ計画 (アポロ8号の地球周回飛行),5. テト攻勢,,
Japanese,gpt-4,1968,"1. マーティン・ルーサー・キング・ジュニア暗殺
2. ロバート・ケネディ暗殺
3. パリ五月革命（フランス） 
4. プラハの春（チェコスロバキア）
5. アポロ8号の月周回飛行",1. マーティン・ルーサー・キング・ジュニア暗殺,2. ロバート・ケネディ暗殺,3. パリ五月革命（フランス） ,4. プラハの春（チェコスロバキア）,5. アポロ8号の月周回飛行,,
Japanese,gpt-4,2020,"1. COVID-19の世界的大流行 
2. 米国大統領選挙（ジョー・バイデン勝利）
3. ブラック・ライブズ・マター運動
4. 英国のEU離脱（ブレグジット）
5. ベイルート港の爆発事件",1. COVID-19の世界的大流行 ,2. 米国大統領選挙（ジョー・バイデン勝利）,3. ブラック・ライブズ・マター運動,4. 英国のEU離脱（ブレグジット）,5. ベイルート港の爆発事件,,
Japanese,gpt-4,2020,"1. COVID-19パンデミック
2. 東京オリンピックの延期
3. ブラック・ライブズ・マター運動
4. アメリカ大統領選挙
5. ビーバー・クリーク火災（オーストラリアの森林火災）",1. COVID-19パンデミック,2. 東京オリンピックの延期,3. ブラック・ライブズ・マター運動,4. アメリカ大統領選挙,5. ビーバー・クリーク火災（オーストラリアの森林火災）,,
Japanese,gpt-4,2020,"1. COVID-19パンデミック
2. 東京オリンピックの延期
3. 米国大統領選挙（バイデン当選）
4. Black Lives Matter運動
5. オーストラリアの森林火災",1. COVID-19パンデミック,2. 東京オリンピックの延期,3. 米国大統領選挙（バイデン当選）,4. Black Lives Matter運動,5. オーストラリアの森林火災,,
Japanese,gpt-4,2020,"1. COVID-19パンデミック
2. 東京オリンピックの延期
3. #BlackLivesMatter運動
4. アメリカ大統領選挙
5. ベイルート爆発",1. COVID-19パンデミック,2. 東京オリンピックの延期,3. #BlackLivesMatter運動,4. アメリカ大統領選挙,5. ベイルート爆発,,
Japanese,gpt-4,2020,"1. COVID-19パンデミック
2. ブラック・ライブズ・マター運動
3. 米国大統領選挙
4. ビル・ゲイツとメリンダ・ゲイツの離婚発表
5. レバノン・ベイルート爆発事故",1. COVID-19パンデミック,2. ブラック・ライブズ・マター運動,3. 米国大統領選挙,4. ビル・ゲイツとメリンダ・ゲイツの離婚発表,5. レバノン・ベイルート爆発事故,,
Spanish,gpt-4,610,"1. Anuncio del Profeta Mahoma: Mahoma comenzó a recibir revelaciones del Arcángel Gabriel, lo que marca el inicio de la profecía islámica.

2. Heraclio se convierte en Emperador Bizantino: el general Heraclio derrocó al emperador Focas y se convirtió en el nuevo emperador bizantino.

3. La Invasión de Gokturks en Persia: la tribu Gokturk, dirigida por Bagha Qaghan y su hermano Shibi Qaghan, comenzó una serie de invasiones en la región persa de Jorasán.

4. La muerte de Brendan el Navegante: fallecimiento del conocido monje irlandés, fundador de monasterios y explorador, también conocido como Brendan de Clonfert.

5. La creación del periodo de los Tres Departamentos y las seis Direcciones en China: durante la dinastía Sui, se implementó una reforma administrativa conocida como ""san sheng liu bu"" en chino, reorganizando las instituciones gubernamentales en tres departamentos y seis direcciones para centralizar el poder imperial.","1. Anuncio del Profeta Mahoma: Mahoma comenzó a recibir revelaciones del Arcángel Gabriel, lo que marca el inicio de la profecía islámica.",2. Heraclio se convierte en Emperador Bizantino: el general Heraclio derrocó al emperador Focas y se convirtió en el nuevo emperador bizantino.,"3. La Invasión de Gokturks en Persia: la tribu Gokturk, dirigida por Bagha Qaghan y su hermano Shibi Qaghan, comenzó una serie de invasiones en la región persa de Jorasán.","4. La muerte de Brendan el Navegante: fallecimiento del conocido monje irlandés, fundador de monasterios y explorador, también conocido como Brendan de Clonfert.","5. La creación del periodo de los Tres Departamentos y las seis Direcciones en China: durante la dinastía Sui, se implementó una reforma administrativa conocida como ""san sheng liu bu"" en chino, reorganizando las instituciones gubernamentales en tres departamentos y seis direcciones para centralizar el poder imperial.",,
